발전량,월,평균 기온,최저 기온,최고 기온,최대 순간풍속,최대 순간 풍속 풍향,최대 풍속,최대 풍속 풍향,최대 풍속 시각,평균 풍속,풍정합,최다 풍향,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,최고 해면 기압,최저 해면기압,평균 해면기압,가조시간,합계 일조 시간,평균 지면온도,최저 초상온도
404685.70889041096,6.526027397260274,11.509784735812133,6.477338551859099,17.04477495107632,7.90720156555773,219.79647749510764,4.524227005870841,218.08414872798434,1337.1412915851272,1.7159295499021525,1482.3649706457925,200.25636007827788,3.8206066536203522,38.87162426614481,63.95702544031312,10.79706457925636,990.6861448140901,1019.1637964774951,1013.0324266144814,1016.0912915851272,12.20238747553816,6.612583170254403,13.650293542074364,4.174853228962818
661071.8053616439,6.526027397260274,11.329902152641878,6.368590998043053,16.91577299412916,7.888532289628181,210.36399217221134,4.505048923679061,205.19569471624266,1329.4502935420744,1.7582974559686888,1518.7203522504892,186.68688845401175,3.9683561643835614,39.91917808219178,65.06821917808219,11.046634050880627,991.1931506849315,1019.672602739726,1013.6308219178082,1016.6325831702544,12.202367906066536,6.568825831702544,13.41825831702544,3.896340508806262
866213.6238520547,6.526027397260274,12.072367906066537,7.050313111545988,17.735459882583168,7.519491193737768,209.58317025440314,4.302759295499021,203.0665362035225,1320.250880626223,1.6173189823874756,1397.5326810176125,189.81409001956948,4.705949119373777,40.10371819960861,65.55446183953033,11.194735812133072,990.7093542074364,1019.1559882583169,1013.0357338551859,1016.0913307240705,12.201976516634051,6.407279843444227,13.89365949119374,4.198277886497065
1122990.347453552,6.5136612021857925,11.742505854800937,6.982884465261515,17.178629976580797,7.843813427010148,206.96526151444183,4.367037470725996,200.17954722872756,1327.9769711163153,1.6730288836846214,1444.7531225604996,188.08743169398906,5.123224043715847,43.66978922716628,68.25240046838407,11.368306010928961,990.8276346604215,1019.3277322404372,1013.1333723653396,1016.2326112412179,12.19473067915691,6.180503512880563,13.990573770491803,4.440202966432475
1539029.3587287671,6.526027397260274,11.948982387475539,7.132367906066537,17.47614481409002,7.696594911937377,200.14285714285714,4.1689823874755385,195.4050880626223,1334.9696673189824,1.5903913894324853,1374.0383561643835,185.54011741682976,5.552837573385519,44.05401174168298,68.9486301369863,11.834755381604696,990.9905088062623,1019.4874755381604,1013.2285714285714,1016.3788845401174,12.202367906066536,6.092211350293542,13.919021526418787,4.917847358121331
283573.08276164386,6.526027397260274,11.81972602739726,6.363945205479452,18.138465753424654,7.169315068493151,239.82465753424657,4.159890410958904,237.15068493150685,1416.7139726027397,1.5728219178082192,1358.7309589041097,205.55068493150685,4.395123287671233,38.15397260273973,64.7850410958904,11.279945205479454,1009.5232328767123,1019.4507397260275,1014.1429589041095,1016.793589041096,12.201205479452055,6.817698630136986,14.515506849315068,4.296383561643835
404595.1068657534,6.526027397260274,11.82082191780822,6.503561643835616,18.158191780821916,6.892328767123288,231.55616438356165,4.033260273972602,227.8904109589041,1399.9298630136987,1.5727671232876714,1357.784109589041,194.3068493150685,4.723342465753425,38.63780821917808,65.84739726027398,11.697808219178082,1009.8221917808219,1019.8415342465754,1014.7253150684932,1017.2517808219178,12.201917808219179,6.914630136986302,14.074794520547945,4.450739726027398
488703.1708986301,6.526027397260274,12.376054794520547,6.933095890410959,18.59621917808219,6.897479452054794,230.61917808219178,3.9038356164383563,228.48767123287672,1406.9857534246576,1.4375342465753425,1243.4449315068493,202.83287671232875,5.812054794520548,41.148493150684935,68.63791780821917,12.074520547945205,1009.362191780822,1019.4758904109589,1014.1896438356165,1016.8223561643836,12.201753424657534,6.607561643835616,14.401643835616438,4.327890410958904
637286.1149945356,6.5136612021857925,12.1951912568306,7.224863387978142,17.975628415300548,7.236010928961749,234.81420765027323,3.92896174863388,229.18579234972677,1409.02131147541,1.4627868852459016,1263.2530054644808,202.54644808743168,6.858142076502732,47.1792349726776,73.43491803278688,12.657322404371586,1009.5756284153005,1019.815300546448,1014.4865573770492,1017.115956284153,12.194262295081968,6.304972677595629,14.266994535519125,4.13551912568306
839112.389550685,6.526027397260274,12.532712328767124,7.43254794520548,18.441917808219177,7.049698630136986,219.56712328767122,3.810082191780822,216.1917808219178,1378.6975342465753,1.3933150684931508,1203.38301369863,185.47397260273974,7.1906849315068495,46.644383561643835,73.25736986301371,13.04186301369863,1009.5328767123287,1019.8541917808219,1014.2921643835616,1017.0654246575342,12.201315068493152,6.307616438356164,14.56186301369863,4.778520547945205
527868.011079452,6.526027397260274,14.259948630136988,9.157465753424658,20.21220890410959,7.514743150684931,213.5291095890411,4.388150684931507,214.54965753424656,1348.5811643835616,1.7387671232876711,1502.0294520547945,207.57876712328766,6.747636986301369,39.56404109589041,64.85470890410959,12.859280821917809,1008.5419691780821,1019.0510616438356,1013.6213013698631,1016.2733390410958,12.192722602739726,6.949520547945205,16.504811643835616,6.355393835616439
636949.9780136986,6.526027397260274,14.072534246575344,9.234537671232877,19.787311643835615,7.281729452054795,201.21746575342465,4.240565068493151,207.6986301369863,1335.1676369863014,1.699845890410959,1468.9258561643835,204.513698630137,7.3222431506849315,43.19417808219178,68.02888698630137,13.37849315068493,1008.7779452054795,1019.2483219178082,1013.8854794520548,1016.5284075342466,12.193253424657534,6.5717123287671235,16.07263698630137,6.393921232876712
775330.7989780821,6.526027397260274,14.567996575342466,9.721900684931507,20.35583904109589,7.054743150684931,203.14897260273972,4.148527397260274,206.34246575342465,1338.5063356164383,1.6229280821917809,1402.2508561643835,203.70719178082192,7.638989726027397,42.618664383561644,67.2206506849315,13.253904109589042,1008.2216438356165,1018.7456164383563,1013.3489897260273,1016.0442465753425,12.193304794520547,6.625017123287671,16.148698630136984,6.518989726027398
890610.7875163935,6.5136612021857925,14.245525956284153,9.632684426229508,19.771823770491803,7.573343579234972,203.39993169398906,4.276741803278688,208.49897540983608,1336.6079234972678,1.6855703551912569,1456.3671448087432,205.22540983606558,7.651331967213114,44.83162568306011,68.3479849726776,13.159853142076503,1008.6705430327869,1019.1455259562841,1013.5718408469945,1016.3767076502733,12.186492486338798,6.338900273224043,16.12788592896175,6.753142076502733
1064340.8592575344,6.526027397260274,14.683886986301369,9.954708904109589,20.342003424657534,7.691900684931507,193.43835616438355,4.254554794520548,194.46404109589042,1327.7176369863014,1.6771917808219177,1449.1046232876713,196.58219178082192,8.253356164383561,44.888527397260276,68.85376712328767,13.717277397260274,1008.6817636986301,1018.9494863013699,1013.5262671232878,1016.2265239726028,12.192739726027398,6.279417808219178,16.420154109589042,7.315171232876712
837859.649180822,6.526027397260274,12.970739726027398,7.688310502283105,18.944328767123288,8.386776255707762,226.99543378995435,4.976913242009132,221.58173515981736,1308.4796347031963,2.1303378995433793,1840.6871232876713,220.31050228310502,4.768639269406393,37.25826484018265,62.24290410958905,11.43048401826484,1001.9519634703196,1019.0531141552511,1013.2422831050228,1016.1177899543379,12.197552511415527,6.911324200913242,15.52772602739726,4.575945205479452
1052634.787452055,6.526027397260274,12.894210045662101,7.7654794520547945,18.719287671232877,8.08199086757991,217.57260273972602,4.827963470319634,212.7214611872146,1305.5408219178082,2.113972602739726,1826.3534246575343,210.14794520547946,5.251269406392694,39.6924200913242,64.2992694063927,11.840164383561644,1002.3662465753425,1019.4253515981735,1013.7052968036529,1016.5599269406392,12.197022831050228,6.6187214611872145,15.46566210045662,4.94916894977169
1336601.0881287672,6.526027397260274,13.479123287671232,8.357205479452054,19.314940639269405,7.958757990867579,219.50319634703197,4.746374429223745,214.72328767123287,1307.0038356164384,1.9966392694063928,1724.5806392694064,214.20456621004567,6.2504109589041095,41.51872146118721,66.14226484018265,12.264018264840182,1001.9275616438357,1018.9917442922374,1013.240493150685,1016.1331141552511,12.197424657534246,6.538922374429223,15.820785388127854,5.30675799086758
1576071.4150218577,6.5136612021857925,13.066284153005464,8.209089253187614,18.635264116575595,8.252786885245902,216.63570127504553,4.838724954462659,212.44444444444446,1305.0697632058288,2.0429872495446264,1765.2799635701274,213.55373406193078,6.612550091074682,44.98178506375228,68.76621129326047,12.33752276867031,1002.0557194899818,1019.2385428051001,1013.365810564663,1016.3124408014571,12.190892531876138,6.229744990892533,15.546265938069217,5.343406193078324
1842152.2113835618,6.526027397260274,13.090502283105023,8.216365296803653,18.74684931506849,8.316127853881278,208.0986301369863,4.772821917808219,205.36255707762558,1309.7718721461188,1.9847671232876714,1715.1738812785388,210.7945205479452,6.868876712328767,45.26155251141552,69.60913242009133,12.628858447488584,1002.1762557077626,1019.3115616438356,1013.4883287671232,1016.4193242009133,12.197607305936073,6.038429223744292,15.349625570776254,5.6256803652968035
48674.37885753425,6.526027397260274,13.073150684931507,8.845205479452055,18.133698630136987,8.369041095890411,224.68493150684932,4.825205479452055,238.5205479452055,1438.6849315068494,2.2180821917808218,1914.7095890410958,196.82191780821918,4.086575342465753,36.02739726027397,57.72849315068493,11.063835616438357,1006.2879452054793,1019.121095890411,1014.0021917808219,1016.5720547945206,12.203835616438354,7.209315068493151,15.048493150684932,5.298082191780821
41222.503720547946,6.526027397260274,13.002465753424657,8.871232876712329,17.956986301369863,7.786575342465754,238.93150684931507,3.9657534246575343,253.34246575342465,1450.4493150684932,1.7331506849315068,1496.3890410958904,211.26027397260273,3.978356164383561,35.43835616438356,57.474520547945204,11.173424657534246,1006.534794520548,1019.3164383561644,1014.3808219178082,1016.8109589041096,12.202191780821918,7.122465753424657,14.721917808219178,4.904109589041096
41942.74755616438,6.526027397260274,13.598904109589043,9.321095890410959,18.60219178082192,8.05972602739726,233.6986301369863,4.286849315068493,245.78082191780823,1436.3506849315067,1.9542465753424656,1688.345205479452,225.013698630137,4.272876712328767,34.75342465753425,56.806301369863014,10.976164383561644,1006.0424657534246,1018.8287671232877,1013.7545205479453,1016.2841095890411,12.203835616438354,6.98027397260274,15.226849315068494,4.947671232876712
44802.18678688525,6.5136612021857925,13.271857923497267,9.389617486338798,17.867213114754097,8.600546448087432,226.7486338797814,4.8453551912568305,232.37704918032787,1399.4535519125684,2.3633879781420766,2042.032786885246,191.9945355191257,5.722677595628415,43.14754098360656,63.244535519125684,11.992349726775956,1006.2590163934426,1019.1251366120218,1013.9756830601092,1016.5122950819672,12.197267759562841,6.184972677595628,14.670765027322405,5.509016393442622
46526.02526575342,6.526027397260274,13.752054794520548,9.622465753424658,18.491780821917807,8.60849315068493,198.3013698630137,4.8084931506849315,202.32876712328766,1358.972602739726,2.3104109589041095,1995.7068493150684,151.12328767123287,6.83972602739726,45.15890410958904,65.54520547945205,12.630958904109589,1006.055890410959,1019.0079452054795,1013.614794520548,1016.289589041096,12.203561643835616,6.025205479452055,14.85095890410959,5.983561643835617
76701.79624109589,6.526027397260274,12.02109589041096,8.504109589041096,16.025296803652967,9.516255707762557,237.4337899543379,6.0698630136986305,234.7123287671233,1318.690410958904,3.048310502283105,2634.4739726027397,219.8538812785388,5.614794520547945,45.922374429223744,67.49963470319635,11.968493150684932,1006.2795433789955,1019.158812785388,1014.3269406392694,1016.7416438356165,12.203196347031964,6.981917808219178,14.352237442922375,5.205936073059361
90008.84740547945,6.526027397260274,11.682283105022831,8.10675799086758,15.647488584474885,9.259634703196346,224.82191780821918,5.932602739726027,223.79908675799086,1281.3753424657534,2.9832876712328766,2577.661187214612,206.89497716894977,5.483744292237443,47.406392694063925,68.4233789954338,11.985205479452054,1009.1274885844749,1019.1260273972603,1014.4851141552512,1016.7625570776256,12.202739726027398,6.7835616438356166,13.8613698630137,5.197990867579909
97743.91964109588,6.526027397260274,12.517077625570776,8.81972602739726,16.622557077625572,8.92703196347032,242.93150684931507,5.946392694063927,243.48858447488584,1310.867579908676,2.9808219178082194,2574.9598173515983,220.1552511415525,6.35296803652968,47.02922374429224,68.82913242009131,12.17771689497717,1010.0355251141551,1018.582191780822,1013.7713242009133,1016.1590867579908,12.203196347031964,6.878538812785388,14.6262100456621,5.174337899543379
113138.55792076503,6.5136612021857925,12.313570127504553,8.9908014571949,16.000182149362477,9.579234972677595,236.5846994535519,6.09735883424408,239.3169398907104,1268.8834244080147,3.0945355191256834,2674.058287795993,217.97814207650273,6.754826958105647,51.04371584699454,71.49207650273225,12.368943533697632,1010.2632058287796,1018.8792349726775,1013.9313296903462,1016.3928051001822,12.19544626593807,6.395537340619308,13.994990892531876,5.776867030965391
143780.2829890411,6.526027397260274,12.762648401826484,9.129132420091324,16.78538812785388,9.549954337899544,227.6255707762557,5.939908675799087,232.02739726027397,1273.9561643835616,2.9031050228310504,2507.5543378995435,203.52511415525115,6.786301369863014,47.95159817351598,69.8758904109589,12.444018264840183,1010.1202739726027,1018.8267579908676,1013.7012785388127,1016.2370776255708,12.202648401826483,6.425296803652968,14.529497716894976,6.341461187214612
2178025.0022164383,6.526027397260274,14.040704500978473,9.461448140900195,19.28017612524462,8.923816046966731,235.2504892367906,5.581976516634051,236.1037181996086,1313.095107632094,2.42412915851272,2093.5528375733857,222.53228962818005,8.466868884540117,48.19569471624266,72.34227005870841,13.903816046966732,1010.6714481409001,1019.175362035225,1014.3395694716243,1016.6888062622309,12.191682974559686,6.601996086105674,16.46324853228963,7.32481409001957
2400639.6997150686,6.526027397260274,14.070195694716242,9.742524461839531,19.042857142857144,8.680880626223093,218.68884540117418,5.516399217221135,220.43835616438355,1304.2332681017613,2.432583170254403,2100.997455968689,209.5283757338552,8.800254403131117,50.07534246575342,73.39551859099804,14.06426614481409,1010.613228962818,1019.1108219178082,1014.283698630137,1016.6519569471624,12.19211350293542,6.340645792563601,16.266575342465753,7.3636986301369864
2686140.1091726026,6.526027397260274,14.299784735812132,9.951976516634051,19.2893542074364,8.72890410958904,226.97260273972603,5.592407045009785,226.26223091976516,1304.8230919765167,2.4237964774951077,2093.3947162426616,216.38943248532289,8.584070450097848,48.53091976516634,71.40696673189824,13.634363992172213,1010.2417808219178,1018.8024657534246,1013.8172994129159,1016.2886301369864,12.191800391389432,6.309667318982388,16.14242661448141,7.544207436399217
4101032.104581967,6.5136612021857925,14.133021077283374,10.01639344262295,18.889344262295083,9.135382513661202,221.1904761904762,5.735343481654957,221.70765027322403,1304.3610460577675,2.5407103825136614,2194.999804839969,211.40515222482435,8.745296643247464,50.71077283372365,72.92882513661202,13.762822014051523,1010.4893052302889,1019.1150858704137,1014.0987119437939,1016.5729117876658,12.185206869633099,6.013817330210773,16.18992974238876,7.902790788446526
5771461.592156164,6.526027397260274,14.806868884540119,10.485518590998042,19.821350293542075,8.853424657534246,206.47749510763208,5.528258317025441,208.41878669275928,1292.4320939334639,2.4018786692759297,2075.4340508806263,194.86105675146771,9.568688845401175,50.368493150684934,73.57982387475539,14.416457925636008,1010.0547162426614,1018.6760273972603,1013.8186888454012,1016.1743639921722,12.191526418786692,6.2676320939334635,16.631017612524463,8.465714285714286
413065.98554246576,6.526027397260274,12.756301369863014,7.593205479452055,18.732904109589043,7.789232876712329,247.8027397260274,4.751095890410959,251.3232876712329,1383.4331506849314,1.7414246575342465,1504.942191780822,213.08767123287672,7.131616438356165,44.18958904109589,72.13704109589041,12.84704109589041,1002.8734520547946,1019.6415890410958,1014.3662191780822,1016.9629589041095,12.194383561643836,6.45627397260274,15.016328767123287,5.13682191780822
584268.7001561644,6.526027397260274,12.939945205479454,7.906958904109589,18.8081095890411,7.563780821917808,233.76712328767124,4.664931506849315,232.64109589041095,1387.8764383561643,1.760958904109589,1521.2542465753424,200.44931506849315,7.615945205479452,46.172602739726024,73.38690410958904,13.251041095890411,1002.8168493150685,1019.532712328767,1014.337698630137,1016.9208219178082,12.194684931506849,6.489534246575342,15.769315068493151,5.660958904109589
858289.0693945205,6.526027397260274,13.172904109589041,8.170328767123287,19.05104109589041,7.183808219178083,241.7890410958904,4.516438356164383,241.95890410958904,1390.0706849315068,1.6291780821917807,1407.7276712328767,214.25205479452055,7.712657534246576,45.90520547945206,72.83158904109588,13.031808219178082,1002.4879726027398,1019.2600821917807,1013.9436712328767,1016.5854794520548,12.194739726027398,6.180383561643836,15.23208219178082,5.267068493150685
1024721.7708934426,6.5136612021857925,13.028497267759564,8.411612021857923,18.519945355191258,7.924453551912569,239.06284153005464,4.655464480874317,237.5737704918033,1380.974863387978,1.724617486338798,1490.0508196721312,205.2622950819672,8.005846994535519,48.69535519125683,74.48822404371586,13.162732240437158,1002.7243989071038,1019.5499726775956,1014.1758743169399,1016.8430601092897,12.188142076502732,5.775983606557377,15.164590163934427,5.9852459016393444
1315532.9212452725,6.526445601534667,13.582625376815566,8.72523979172376,19.29545080844067,7.834639627295149,225.26445601534667,4.559879419018909,224.76020827624006,1359.5705672787064,1.6803781858043298,1451.8048780487804,190.1507262263634,8.361907371882706,47.49410797478761,73.79199780761853,13.38500959166895,1002.4913949027131,1019.3445601534667,1014.0333790079474,1016.6740476842971,12.194217593861332,5.9593861331871745,15.685612496574405,6.868046040010962
386712.14149863017,6.526027397260274,16.481986301369865,13.483835616438357,19.869246575342466,10.61041095890411,202.41095890410958,6.674109589041096,207.18493150684932,1213.2390410958903,3.629109589041096,3135.945205479452,213.85616438356163,11.036780821917809,55.21232876712329,71.8813698630137,15.723424657534247,1011.7316438356164,1018.7688356164383,1014.2655479452054,1016.4325342465753,12.188424657534245,6.021095890410958,18.146575342465752,12.151849315068494
467543.9958931506,6.526027397260274,16.34931506849315,13.491438356164384,19.618972602739728,10.457534246575342,168.97260273972603,6.551232876712328,174.08219178082192,1194.9897260273972,3.56945205479452,3083.88904109589,181.44520547945206,11.769931506849314,59.42602739726028,75.78061643835616,16.216643835616438,1011.4622602739726,1018.6223972602739,1013.8616438356164,1016.2147260273972,12.187260273972603,5.768082191780822,17.93095890410959,12.046575342465754
732578.677709589,6.526027397260274,16.630616438356164,13.745000000000001,19.932602739726025,9.896712328767125,175.0,6.199246575342466,180.0068493150685,1206.631506849315,3.3206849315068494,2868.641095890411,187.32876712328766,11.62849315068493,58.13835616438356,74.12780821917809,15.918424657534247,1011.1719178082192,1018.3635616438356,1013.6653424657534,1015.9930136986302,12.187876712328766,5.872191780821917,18.28808219178082,11.706027397260273
927384.1796775957,6.5136612021857925,16.3931693989071,13.529371584699453,19.600136612021856,9.762158469945355,196.05191256830602,6.421584699453552,196.31147540983608,1179.7793715846994,3.5064890710382515,3029.3620218579235,202.3428961748634,11.466530054644808,58.44808743169399,74.4207650273224,15.655601092896175,1011.6351775956283,1018.8926229508197,1014.2032786885246,1016.5006147540983,12.18162568306011,5.78025956284153,17.92247267759563,11.314959016393441
983112.8417205479,6.526027397260274,17.194246575342465,14.262534246575342,20.609794520547943,10.127328767123288,185.7123287671233,6.596917808219178,191.6986301369863,1201.5198630136986,3.6660273972602737,3166.8630136986303,197.04109589041096,12.296780821917809,58.13767123287671,74.68650684931507,16.705890410958904,1011.3846575342467,1018.5432876712329,1014.0485616438356,1016.232191780822,12.188424657534245,6.068287671232877,18.467260273972602,12.209931506849315
892267.6228767124,6.526027397260274,12.42945205479452,7.30082191780822,17.925890410958903,7.438630136986301,223.23287671232876,4.536986301369863,221.43835616438355,1348.0712328767124,1.776027397260274,1535.0342465753424,186.54794520547946,7.766438356164383,49.4027397260274,76.6986301369863,13.598630136986301,1013.8556164383562,1019.36,1014.4991780821919,1016.9110958904109,12.198904109589042,7.062876712328767,15.604246575342467,5.767945205479452
1138285.6518136987,6.526027397260274,12.37931506849315,7.440821917808219,17.746301369863012,7.128356164383561,234.43835616438355,4.34082191780822,223.1917808219178,1352.3150684931506,1.7217808219178083,1486.7369863013698,167.6986301369863,7.550547945205479,47.71643835616438,75.5695890410959,13.464383561643835,1013.9232876712329,1019.5632876712328,1014.8832876712329,1017.1713698630136,12.19972602739726,7.145479452054794,15.054931506849316,5.07027397260274
1543245.9118547945,6.526027397260274,12.758219178082191,7.624657534246575,18.363013698630137,6.672876712328767,226.12328767123287,4.2269863013698625,229.15068493150685,1361.4246575342465,1.6163013698630138,1396.4739726027397,183.013698630137,7.347671232876713,45.31917808219178,72.97027397260274,12.83808219178082,1013.4901369863014,1019.0512328767123,1014.1620547945206,1016.5686301369863,12.20013698630137,6.78958904109589,15.065616438356164,4.6339726027397266
2064046.7705163932,6.5136612021857925,12.720218579234974,8.025,18.049863387978142,7.084153005464481,222.47267759562843,4.5401639344262295,219.30327868852459,1376.9344262295083,1.7595628415300546,1520.7158469945355,183.67486338797815,7.4,46.431693989071036,73.17418032786885,12.767622950819671,1013.6668032786885,1019.3911202185793,1014.4418032786886,1016.8584699453552,12.193032786885245,6.47896174863388,14.835655737704919,5.010382513661202
2348327.821263014,6.526027397260274,13.25095890410959,8.373835616438356,18.785342465753423,7.070136986301369,209.1095890410959,4.53013698630137,205.7123287671233,1340.3972602739725,1.7046575342465755,1471.805479452055,159.9041095890411,8.14082191780822,47.4,74.21753424657534,13.355616438356165,1013.4975342465752,1019.2409589041097,1014.1295890410959,1016.6809589041095,12.19917808219178,6.534109589041095,15.656575342465752,5.654657534246575
246160.4736328767,6.526027397260274,12.22986301369863,6.848356164383562,18.263178082191782,7.36290410958904,230.05753424657533,4.225232876712329,229.52602739726026,1364.1145205479452,1.5847397260273972,1369.1002739726027,206.3123287671233,5.244794520547945,39.6254794520548,66.78180821917809,11.634986301369862,1002.4690684931508,1019.6131232876712,1014.0730410958904,1016.8320821917808,12.197397260273972,6.669150684931507,14.604328767123288,4.557561643835616
369469.8151671233,6.526027397260274,12.31709589041096,7.018712328767123,18.34758904109589,7.261205479452055,219.76438356164383,4.16972602739726,219.45205479452054,1350.2279452054795,1.6104109589041096,1390.658904109589,196.21917808219177,5.656931506849315,40.85260273972603,67.67082191780823,11.977424657534247,1002.6483835616439,1019.6838082191781,1014.2989315068494,1016.9926849315068,12.197397260273972,6.564246575342466,14.932383561643835,4.711671232876712
494790.3596803922,6.785294117647059,13.203578431372549,7.940294117647059,19.185318627450982,6.973308823529411,217.0906862745098,3.956666666666667,212.42156862745097,1364.0877450980392,1.4255882352941176,1231.6350490196078,191.27696078431373,6.614191176470588,41.92205882352941,68.18026960784314,12.389803921568628,1002.4538725490196,1019.1387500000001,1013.7028921568627,1016.4246078431372,12.211642156862744,6.136323529411765,15.396225490196079,5.604411764705882
650991.9647540983,6.5136612021857925,12.632354280510018,7.7438979963570125,18.260223132969035,7.055168488160291,219.9089253187614,3.9071493624772313,216.3957194899818,1349.641848816029,1.4460382513661203,1249.514116575592,196.3410746812386,6.6332650273224045,44.86725865209472,70.42249544626593,12.362864298724954,1003.065368852459,1019.6667122040074,1014.1509107468123,1016.8866120218579,12.190938069216758,5.918192167577414,14.944854280510018,5.3999999999999995
783746.2456712328,6.526027397260274,13.047511415525113,8.056324200913242,18.747488584474887,6.937077625570777,204.2785388127854,3.8606392694063922,194.81963470319636,1317.2481735159818,1.4251826484018266,1232.0417808219179,173.7579908675799,7.149292237442923,45.037899543379,70.91646118721461,12.716826484018265,1002.959200913242,1019.5218036529681,1013.9194977168951,1016.7283105022831,12.197534246575342,6.040662100456621,15.314680365296804,5.674474885844749
